"Sanctioned Budget Additionality, Saving and Revised (full FY) with Expenditure FROM [ 01/04/2018 ] TO [ 31/03/2022 ]"
As Per Selected Query Demand and HOA Wise Summary [in Rupees]
DmdCd,HOA,"Sanction Budget
(April)",Addition,Saving,"Revised Budget
(A)","Expenditure
(within selected period) (B)","Balance
(A-B)"
17-ELECTION,Total,322749000.00,738610402.00,57785709.00,1003573693.00,999099652.00,4474041.00
,17-2015-00-101-01-S00N-01-N-V-SALARIES,15931000.00,0.00,0.00,15931000.00,13166236.00,2764764.00
,17-2015-00-101-01-S00N-03-N-V-TRAVEL EXPENSES,50000.00,0.00,0.00,50000.00,31151.00,18849.00
,17-2015-00-101-01-S00N-05-N-V-OFFICE EXPENSES,500000.00,0.00,0.00,500000.00,375789.00,124211.00
,17-2015-00-101-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,250000.00,0.00,0.00,250000.00,178426.00,71574.00
,"17-2015-00-101-01-S00N-07-N-V-RENT, RATES & TAXES",75000.00,0.00,0.00,75000.00,74191.00,809.00
,17-2015-00-101-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-101-01-S00N-15-N-V-TRAINING,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-101-01-S00N-21-N-V-MAINTENANCE,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-101-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-101-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),267000.00,0.00,0.00,267000.00,261127.00,5873.00
,17-2015-00-102-01-S00N-01-N-V-SALARIES,187666000.00,0.00,24866000.00,162800000.00,162001311.00,798689.00
,17-2015-00-102-01-S00N-02-N-V-WAGES,944000.00,956000.00,250000.00,1650000.00,1648902.00,1098.00
,17-2015-00-102-01-S00N-03-N-V-TRAVEL EXPENSES,800000.00,0.00,0.00,800000.00,795249.00,4751.00
,17-2015-00-102-01-S00N-04-N-V-LIVERIES,13000.00,13000.00,0.00,26000.00,25989.00,11.00
,17-2015-00-102-01-S00N-05-N-V-OFFICE EXPENSES,4055000.00,1445000.00,0.00,5500000.00,5259552.00,240448.00
,17-2015-00-102-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1400000.00,0.00,0.00,1400000.00,1398129.00,1871.00
,"17-2015-00-102-01-S00N-07-N-V-RENT, RATES & TAXES",343000.00,757000.00,0.00,1100000.00,1076220.00,23780.00
,17-2015-00-102-01-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-102-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,200000.00,0.00,133000.00,67000.00,66812.00,188.00
,17-2015-00-102-01-S00N-15-N-V-TRAINING,1000000.00,0.00,368000.00,632000.00,629626.00,2374.00
,17-2015-00-102-01-S00N-21-N-V-MAINTENANCE,1000.00,2800000.00,0.00,2801000.00,2724957.00,76043.00
,17-2015-00-102-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-102-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),668000.00,0.00,148000.00,520000.00,499082.00,20918.00
,17-2015-00-102-01-S00N-64-N-V-TRANSFER EXPENSES,32000.00,18000.00,0.00,50000.00,40531.00,9469.00
,17-2015-00-102-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,750000.00,155000.00,0.00,905000.00,889520.00,15480.00
,17-2015-00-103-01-S00N-03-N-V-TRAVEL EXPENSES,3450000.00,0.00,1430000.00,2020000.00,2013816.00,6184.00
,17-2015-00-103-01-S00N-05-N-V-OFFICE EXPENSES,7000000.00,0.00,1584000.00,5416000.00,5384682.00,31318.00
,17-2015-00-103-01-S00N-08-N-V-PUBLICATIONS,5000000.00,0.00,0.00,5000000.00,4999985.00,15.00
,17-2015-00-103-01-S00N-09-N-V-ADVERTISING & PUBLICITY,300000.00,3157000.00,0.00,3457000.00,3379403.00,77597.00
,17-2015-00-103-01-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,1000.00,46000.00,0.00,47000.00,36300.00,10700.00
,17-2015-00-103-01-S00N-20-N-V-OTHER CHARGES,6000000.00,4700000.00,0.00,10700000.00,10611023.00,88977.00
,17-2015-00-103-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,18515000.00,2685000.00,0.00,21200000.00,21017027.00,182973.00
,17-2015-00-103-01-S00N-99-N-V-HONORARIUM,28500000.00,23833000.00,0.00,52333000.00,52332866.00,134.00
,17-2015-00-103-02-S00N-03-N-V-TRAVEL EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-05-N-V-OFFICE EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-08-N-V-PUBLICATIONS,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-103-02-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-01-N-V-SALARIES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-02-N-V-WAGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-03-N-V-TRAVEL EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-05-N-V-OFFICE EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-08-N-V-PUBLICATIONS,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-104-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-105-01-S00N-01-N-V-SALARIES,1000.00,8000000.00,4001000.00,4000000.00,3999640.00,360.00
,17-2015-00-105-01-S00N-02-N-V-WAGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-105-01-S00N-03-N-V-TRAVEL EXPENSES,1000.00,10000000.00,1601000.00,8400000.00,8395939.00,4061.00
,17-2015-00-105-01-S00N-04-N-V-LIVERIES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-105-01-S00N-05-N-V-OFFICE EXPENSES,1000.00,5000000.00,1001000.00,4000000.00,3999542.00,458.00
,17-2015-00-105-01-S00N-08-N-V-PUBLICATIONS,1000.00,2500000.00,620000.00,1881000.00,1880454.00,546.00
,17-2015-00-105-01-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,5000000.00,32000.00,4969000.00,4968320.00,680.00
,17-2015-00-105-01-S00N-20-N-V-OTHER CHARGES,1000.00,80000000.00,9301000.00,70700000.00,70634820.00,65180.00
,17-2015-00-105-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1000.00,37900000.00,0.00,37901000.00,37894182.00,6818.00
,17-2015-00-105-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,25500000.00,1149000.00,24352000.00,24351726.00,274.00
,17-2015-00-105-01-S00N-99-N-V-HONORARIUM,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-106-01-S00N-02-N-V-WAGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-106-01-S00N-03-N-V-TRAVEL EXPENSES,1000.00,1200000.00,101000.00,1100000.00,1099954.00,46.00
,17-2015-00-106-01-S00N-05-N-V-OFFICE EXPENSES,1000.00,800000.00,60000.00,741000.00,733783.00,7217.00
,17-2015-00-106-01-S00N-08-N-V-PUBLICATIONS,1000.00,70000.00,41000.00,30000.00,29052.00,948.00
,17-2015-00-106-01-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-106-01-S00N-20-N-V-OTHER CHARGES,1000.00,16900000.00,1841000.00,15060000.00,15059248.00,752.00
,17-2015-00-106-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1000.00,16300000.00,3391000.00,12910000.00,12863216.00,46784.00
,17-2015-00-106-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,6200000.00,442000.00,5759000.00,5758244.00,756.00
,17-2015-00-108-01-S00N-03-N-V-TRAVEL EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-108-01-S00N-05-N-V-OFFICE EXPENSES,1000000.00,0.00,0.00,1000000.00,999987.00,13.00
,17-2015-00-108-01-S00N-08-N-V-PUBLICATIONS,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-108-01-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-108-01-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-108-01-S00N-33-N-V-MATERIAL AND SUPPLY,2992000.00,0.00,1252000.00,1740000.00,1739777.00,223.00
,17-2015-00-109-01-S00N-01-N-V-SALARIES,1243000.00,1000000.00,0.00,2243000.00,1833891.00,409109.00
,17-2015-00-109-01-S00N-03-N-V-TRAVEL EXPENSES,10000000.00,17500000.00,4085709.00,23414291.00,26972645.00,-3558354.00
,17-2015-00-109-01-S00N-05-N-V-OFFICE EXPENSES,1050000.00,0.00,0.00,1050000.00,1009946.00,40054.00
,17-2015-00-109-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1000.00,0.00,1000.00,0.00,0.00,0.00
,"17-2015-00-109-01-S00N-07-N-V-RENT, RATES & TAXES",400000.00,0.00,0.00,400000.00,376827.00,23173.00
,17-2015-00-109-01-S00N-09-N-V-ADVERTISING & PUBLICITY,100000.00,0.00,0.00,100000.00,98781.00,1219.00
,17-2015-00-109-01-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,800000.00,0.00,0.00,800000.00,720500.00,79500.00
,17-2015-00-109-01-S00N-15-N-V-TRAINING,100000.00,0.00,50000.00,50000.00,6985.00,43015.00
,17-2015-00-109-01-S00N-20-N-V-OTHER CHARGES,10000000.00,65000000.00,0.00,75000000.00,74836889.00,163111.00
,17-2015-00-109-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2015-00-109-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),2500000.00,3500000.00,0.00,6000000.00,5920071.00,79929.00
,17-2015-00-109-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000000.00,9500000.00,0.00,10500000.00,8039335.00,2460665.00
,17-2015-00-109-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,300000.00,170000.00,0.00,470000.00,451594.00,18406.00
,17-2059-01-053-74-S00N-21-N-V-MAINTENANCE,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2070-00-800-01-S00N-02-N-V-WAGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2070-00-800-01-S00N-03-N-V-TRAVEL EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2070-00-800-01-S00N-05-N-V-OFFICE EXPENSES,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2070-00-800-01-S00N-20-N-V-OTHER CHARGES,1000.00,5402.00,0.00,6402.00,6402.00,0.00
,17-2070-00-800-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1000.00,0.00,1000.00,0.00,0.00,0.00
,17-2070-00-800-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,0.00,1000.00,0.00,0.00,0.00
,17-4059-01-051-40-S00N-37-P-V-MAJOR WORKS,7500000.00,386000000.00,0.00,393500000.00,393500000.00,0.00
"18-INDUSTRIES, MINERALS ,SUPPLIES AND INFORMATION TECHNOLOGY",Total,2060508000.00,849243816.00,31546000.00,2878205816.00,2613260418.00,264945398.00
,18-2057-00-101-01-S00N-01-N-V-SALARIES,16311000.00,0.00,1811000.00,14500000.00,13128512.00,1371488.00
,18-2057-00-101-01-S00N-03-N-V-TRAVEL EXPENSES,49000.00,0.00,0.00,49000.00,47649.00,1351.00
,18-2057-00-101-01-S00N-05-N-V-OFFICE EXPENSES,298000.00,0.00,0.00,298000.00,297140.00,860.00
,18-2057-00-101-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,368000.00,0.00,0.00,368000.00,366322.00,1678.00
,18-2057-00-101-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,13000.00,0.00,0.00,13000.00,12969.00,31.00
,18-2057-00-101-01-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2057-00-101-01-S00N-15-N-V-TRAINING,10000.00,0.00,0.00,10000.00,0.00,10000.00
,18-2057-00-101-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2057-00-101-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),200000.00,0.00,0.00,200000.00,199895.00,105.00
,18-2057-00-101-01-S00N-64-N-V-TRANSFER EXPENSES,2000.00,0.00,0.00,2000.00,1305.00,695.00
,18-2059-01-053-16-S00N-21-N-V-MAINTENANCE,5251000.00,0.00,0.00,5251000.00,5137928.00,113072.00
,18-2216-05-053-01-S00N-21-N-V-MAINTENANCE,408000.00,0.00,0.00,408000.00,408000.00,0.00
,18-2851-00-001-01-S00N-01-N-V-SALARIES,2611000.00,0.00,0.00,2611000.00,2425976.00,185024.00
,18-2851-00-001-01-S00N-03-N-V-TRAVEL EXPENSES,17000.00,0.00,0.00,17000.00,16822.00,178.00
,18-2851-00-001-01-S00N-05-N-V-OFFICE EXPENSES,185000.00,0.00,0.00,185000.00,184543.00,457.00
,18-2851-00-001-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,58000.00,0.00,0.00,58000.00,56705.00,1295.00
,18-2851-00-001-01-S00N-15-N-V-TRAINING,12000.00,0.00,0.00,12000.00,0.00,12000.00
,18-2851-00-001-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2851-00-001-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),63000.00,0.00,0.00,63000.00,62442.00,558.00
,18-2851-00-001-01-S00N-64-N-V-TRANSFER EXPENSES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-101-05-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),15750000.00,0.00,0.00,15750000.00,15750000.00,0.00
,18-2851-00-101-05-S00N-44-N-V-GRANTS-IN-AID FOR CAPITAL ASSETS,149600000.00,0.00,0.00,149600000.00,149600000.00,0.00
,18-2851-00-102-05-S00N-63-N-V-SUBSIDY,1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2851-00-102-10-S00N-20-N-V-OTHER CHARGES,5000000.00,0.00,2911000.00,2089000.00,1088924.00,1000076.00
,18-2851-00-102-13-S00N-01-N-V-SALARIES,170640000.00,0.00,10930000.00,159710000.00,142441000.00,17269000.00
,18-2851-00-102-13-S00N-02-N-V-WAGES,450000.00,0.00,0.00,450000.00,438317.00,11683.00
,18-2851-00-102-13-S00N-03-N-V-TRAVEL EXPENSES,1300000.00,0.00,150000.00,1150000.00,665594.00,484406.00
,18-2851-00-102-13-S00N-05-N-V-OFFICE EXPENSES,6000000.00,0.00,0.00,6000000.00,4639482.00,1360518.00
,18-2851-00-102-13-S00N-06-N-V-MEDICAL REIMBURSEMENT,2100000.00,900000.00,0.00,3000000.00,2539795.00,460205.00
,"18-2851-00-102-13-S00N-07-N-V-RENT, RATES & TAXES",59000.00,734000.00,0.00,793000.00,787601.00,5399.00
,18-2851-00-102-13-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,36000.00,0.00,0.00,36000.00,35971.00,29.00
,18-2851-00-102-13-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-102-13-S00N-15-N-V-TRAINING,1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2851-00-102-13-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2851-00-102-13-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2851-00-102-13-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),4478000.00,500000.00,0.00,4978000.00,4961139.00,16861.00
,18-2851-00-102-13-S00N-36-P-V-MINOR WORKS,500000.00,0.00,0.00,500000.00,461912.00,38088.00
,18-2851-00-102-13-S00N-64-N-V-TRANSFER EXPENSES,40000.00,0.00,15000.00,25000.00,7692.00,17308.00
,18-2851-00-102-13-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,5333000.00,2719000.00,0.00,8052000.00,8041818.00,10182.00
,18-2851-00-102-15-S00N-01-N-V-SALARIES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-102-15-S00N-05-N-V-OFFICE EXPENSES,12000.00,0.00,0.00,12000.00,11641.00,359.00
,18-2851-00-102-15-S00N-06-N-V-MEDICAL REIMBURSEMENT,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-102-15-S00N-15-N-V-TRAINING,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-102-19-S00N-01-P-V-SALARIES,20000000.00,0.00,0.00,20000000.00,15828162.00,4171838.00
,18-2851-00-102-19-S00N-02-N-V-WAGES,0.00,82000.00,0.00,82000.00,80864.00,1136.00
,18-2851-00-102-19-S00N-03-P-V-TRAVEL EXPENSES,400000.00,0.00,0.00,400000.00,82090.00,317910.00
,18-2851-00-102-19-S00N-05-N-V-OFFICE EXPENSES,12000000.00,0.00,0.00,12000000.00,11274501.00,725499.00
,18-2851-00-102-19-S00N-06-N-V-MEDICAL REIMBURSEMENT,500000.00,0.00,0.00,500000.00,117576.00,382424.00
,"18-2851-00-102-19-S00N-07-N-V-RENT, RATES & TAXES",200000.00,0.00,0.00,200000.00,162318.00,37682.00
,18-2851-00-102-19-S00N-09-P-V-ADVERTISING & PUBLICITY,2500000.00,0.00,0.00,2500000.00,2500000.00,0.00
,18-2851-00-102-19-S00N-10-P-V-HOSPITALITY & ENT.EXPENSES,300000.00,0.00,0.00,300000.00,33018.00,266982.00
,18-2851-00-102-19-S00N-15-P-V-TRAINING,1000000.00,0.00,82000.00,918000.00,918000.00,0.00
,18-2851-00-102-19-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1500000.00,0.00,0.00,1500000.00,905755.00,594245.00
,18-2851-00-102-19-S00N-31-N-V-MACHINERY & EQUIPMENT,91600000.00,0.00,0.00,91600000.00,91600000.00,0.00
,18-2851-00-102-23-S00N-20-P-V-OTHER CHARGES,100000.00,0.00,0.00,100000.00,15163.00,84837.00
,18-2851-00-102-24-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),46100000.00,0.00,0.00,46100000.00,46099641.00,359.00
,18-2851-00-102-28-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),2500000.00,0.00,0.00,2500000.00,2196254.00,303746.00
,18-2851-00-102-29-S00N-20-N-V-OTHER CHARGES,26900000.00,0.00,0.00,26900000.00,21710077.00,5189923.00
,18-2851-00-102-30-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,18-2851-00-102-30-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,18-2851-00-102-32-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),17800000.00,26497936.00,0.00,44297936.00,17800000.00,26497936.00
,18-2851-00-102-32-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),2000000.00,2944215.00,0.00,4944215.00,4944215.00,0.00
,18-2851-00-103-01-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-103-01-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),1000.00,2405665.00,0.00,2406665.00,2405665.00,1000.00
,18-2851-00-103-01-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-103-22-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),1000000.00,0.00,0.00,1000000.00,0.00,1000000.00
,18-2851-00-103-25-C80N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,18-2851-00-103-25-S20N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,18-2851-00-103-26-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),1000000.00,0.00,0.00,1000000.00,899940.00,100060.00
,18-2851-00-103-27-C50N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,100000.00,0.00,0.00,0.00
,18-2851-00-103-27-S50N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),100000.00,0.00,0.00,100000.00,0.00,100000.00
,18-2851-00-104-05-S00N-01-N-V-SALARIES,431000.00,0.00,0.00,431000.00,378926.00,52074.00
,18-2851-00-104-05-S00N-03-N-V-TRAVEL EXPENSES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-104-05-S00N-05-N-V-OFFICE EXPENSES,13000.00,0.00,0.00,13000.00,0.00,13000.00
,18-2851-00-104-05-S00N-06-N-V-MEDICAL REIMBURSEMENT,4000.00,0.00,0.00,4000.00,0.00,4000.00
,18-2851-00-104-05-S00N-15-N-V-TRAINING,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-105-01-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),38381000.00,0.00,0.00,38381000.00,38381000.00,0.00
,18-2851-00-107-01-S00N-01-N-V-SALARIES,62253000.00,0.00,0.00,62253000.00,51607952.00,10645048.00
,18-2851-00-107-01-S00N-02-N-V-WAGES,2640000.00,196000.00,0.00,2836000.00,2787885.00,48115.00
,18-2851-00-107-01-S00N-03-N-V-TRAVEL EXPENSES,785000.00,0.00,140000.00,645000.00,530868.00,114132.00
,18-2851-00-107-01-S00N-05-N-V-OFFICE EXPENSES,1469000.00,0.00,0.00,1469000.00,1463827.00,5173.00
,18-2851-00-107-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1000000.00,0.00,0.00,1000000.00,447688.00,552312.00
,"18-2851-00-107-01-S00N-07-N-V-RENT, RATES & TAXES",104000.00,409000.00,0.00,513000.00,487000.00,26000.00
,18-2851-00-107-01-S00N-15-N-V-TRAINING,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-107-01-S00N-20-N-V-OTHER CHARGES,2400000.00,0.00,0.00,2400000.00,2389090.00,10910.00
,18-2851-00-107-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-107-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),146000.00,0.00,0.00,146000.00,143191.00,2809.00
,18-2851-00-107-01-S00N-31-P-V-MACHINERY & EQUIPMENT,900000.00,0.00,0.00,900000.00,890617.00,9383.00
,18-2851-00-107-01-S00N-33-N-V-MATERIAL AND SUPPLY,3500000.00,0.00,0.00,3500000.00,3424909.00,75091.00
,18-2851-00-107-01-S00N-36-P-V-MINOR WORKS,2200000.00,0.00,0.00,2200000.00,2199145.00,855.00
,18-2851-00-107-01-S00N-63-N-V-SUBSIDY,2000000.00,0.00,0.00,2000000.00,303000.00,1697000.00
,18-2851-00-107-01-S00N-64-N-V-TRANSFER EXPENSES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2851-00-107-02-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),5900000.00,0.00,1875000.00,4025000.00,4024800.00,200.00
,18-2851-00-107-02-S10N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),700000.00,0.00,252000.00,448000.00,447200.00,800.00
,18-2851-00-107-03-S00N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),10000000.00,0.00,0.00,10000000.00,8955297.00,1044703.00
,18-2851-00-800-10-S00N-20-N-V-OTHER CHARGES,726500000.00,0.00,0.00,726500000.00,559721858.00,166778142.00
,18-2852-80-001-01-S00N-01-N-V-SALARIES,37618000.00,0.00,2618000.00,35000000.00,32363112.00,2636888.00
,18-2852-80-001-01-S00N-03-N-V-TRAVEL EXPENSES,163000.00,0.00,0.00,163000.00,94097.00,68903.00
,18-2852-80-001-01-S00N-05-N-V-OFFICE EXPENSES,948000.00,0.00,0.00,948000.00,947367.00,633.00
,18-2852-80-001-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,420000.00,0.00,0.00,420000.00,419404.00,596.00
,"18-2852-80-001-01-S00N-07-N-V-RENT, RATES & TAXES",386000.00,0.00,0.00,386000.00,386000.00,0.00
,18-2852-80-001-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,15000.00,0.00,0.00,15000.00,14974.00,26.00
,18-2852-80-001-01-S00N-12-N-V-PROFESSIONAL & SPECIAL SERVICE,1000.00,600000.00,0.00,601000.00,538341.00,62659.00
,18-2852-80-001-01-S00N-15-N-V-TRAINING,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2852-80-001-01-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2852-80-001-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,0.00,1000.00,0.00,1000.00
,18-2852-80-001-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),624000.00,0.00,0.00,624000.00,623373.00,627.00
,18-2852-80-001-01-S00N-64-N-V-TRANSFER EXPENSES,4000.00,0.00,0.00,4000.00,0.00,4000.00
,18-2852-80-102-01-S00N-01-N-V-SALARIES,5733000.00,0.00,0.00,5733000.00,5098433.00,634567.00
,18-2852-80-102-01-S00N-02-N-V-WAGES,195000.00,0.00,0.00,195000.00,186965.00,8035.00
,18-2852-80-102-01-S00N-03-N-V-TRAVEL EXPENSES,17000.00,0.00,0.00,17000.00,1672.00,15328.00
,18-2852-80-102-01-S00N-05-N-V-OFFICE EXPENSES,241000.00,0.00,0.00,241000.00,219277.00,21723.00
,18-2852-80-102-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,150000.00,0.00,0.00,150000.00,114858.00,35142.00
,18-2852-80-102-01-S00N-15-N-V-TRAINING,1000.00,0.00,1000.00,0.00,0.00,0.00
,18-2852-80-102-01-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
